id,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,instant_bookable,review_scores_rating,bedrooms,beds,log_price
17826447,Entire home/apt,6,1,strict,FALSE,f,83,2,3,5
1813962,Entire home/apt,5,2,strict,TRUE,t,84,2,4,5
16302612,Entire home/apt,4,1,flexible,FALSE,f,100,1,3,4
513481,Entire home/apt,2,1,strict,TRUE,f,100,1,1,5
15747069,Entire home/apt,2,1,moderate,FALSE,f,93,1,2,5
12115158,Private room,2,2,moderate,TRUE,f,99,1,1,4
13281979,Entire home/apt,2,1,flexible,TRUE,t,,0,1,4
8106445,Private room,2,2,flexible,FALSE,f,40,1,1,4
6305506,Private room,1,1,flexible,FALSE,t,80,1,1,3
12870611,Entire home/apt,1,1,strict,TRUE,f,86,0,1,5
17906601,Private room,2,1,strict,TRUE,t,88,1,1,4
15253659,Entire home/apt,4,1,flexible,TRUE,f,98,2,2,6
8672915,Entire home/apt,10,1,strict,TRUE,f,93,2,6,6
3687172,Private room,1,1,flexible,FALSE,f,84,1,1,4
15758553,Entire home/apt,5,2,strict,TRUE,t,88,2,3,5
11553426,Entire home/apt,8,2,strict,TRUE,f,95,2,2,6
7259793,Entire home/apt,4,3,moderate,TRUE,f,100,2,2,5
15785733,Private room,2,1,moderate,TRUE,f,60,1,1,5
18580548,Entire home/apt,2,1,strict,TRUE,f,,2,2,5
9696680,Private room,2,2,flexible,FALSE,f,,1,1,4
10878643,Private room,2,1,strict,FALSE,t,96,1,1,4
14426027,Entire home/apt,4,1,strict,TRUE,f,95,1,1,6
44472,Private room,1,1,flexible,FALSE,f,,1,1,4
17611836,Private room,1,1,strict,TRUE,t,,1,1,4
19138340,Entire home/apt,4,1,moderate,TRUE,t,97,2,3,4
751113,Entire home/apt,2,1,moderate,TRUE,f,97,1,1,4
1768298,Private room,2,1,moderate,TRUE,f,99,1,1,5
10475981,Private room,2,2,moderate,TRUE,f,97,1,1,4
9239252,Entire home/apt,4,1,strict,TRUE,f,100,1,2,5
16698719,Entire home/apt,3,1,flexible,TRUE,t,100,1,2,5
13564231,Private room,2,1,strict,TRUE,f,100,1,1,4
18657197,Entire home/apt,4,1,moderate,TRUE,t,85,1,2,5
16391338,Private room,2,1,strict,TRUE,f,100,1,1,5
15522872,Private room,1,1,moderate,TRUE,f,,1,1,5
16320612,Entire home/apt,2,1,strict,TRUE,t,100,1,1,5
13282206,Entire home/apt,4,1,moderate,TRUE,f,89,1,2,5
20506568,Entire home/apt,3,1,strict,TRUE,f,100,2,2,4
7323787,Private room,2,1,moderate,TRUE,f,86,1,1,4
8992714,Entire home/apt,2,,flexible,TRUE,f,97,1,1,6
9411607,Entire home/apt,4,1,strict,TRUE,f,100,1,1,6
7559867,Entire home/apt,6,1,flexible,TRUE,f,92,3,3,5
813573,Private room,1,1,flexible,FALSE,f,87,1,1,3
6133578,Entire home/apt,4,2,moderate,TRUE,t,93,2,2,5
19892549,Private room,2,3,flexible,TRUE,f,90,1,1,4
20257960,Private room,2,1,flexible,FALSE,f,,1,1,5
106457,Entire home/apt,2,1,flexible,TRUE,f,98,1,1,5
3644809,Shared room,1,1,moderate,FALSE,t,80,1,1,4
19472085,Entire home/apt,2,1,moderate,TRUE,f,93,0,1,5
20420499,Entire home/apt,8,2,strict,TRUE,f,92,3,5,5
17873719,Entire home/apt,2,1,flexible,TRUE,f,92,1,1,5
14284950,Private room,1,1,strict,TRUE,f,100,1,1,4
9887654,Entire home/apt,3,1,moderate,TRUE,f,90,1,1,5
12127470,Private room,2,1,moderate,TRUE,f,91,1,1,4
12173904,Private room,5,1,strict,TRUE,f,84,2,4,5
13259442,Private room,2,1,strict,TRUE,f,97,1,1,4
17849804,Private room,2,1,strict,TRUE,t,98,1,1,4
5499699,Entire home/apt,2,1,flexible,TRUE,f,,1,1,5
6717607,Private room,2,1,strict,FALSE,f,98,1,1,5
10193455,Private room,2,1,strict,TRUE,f,,1,1,5
739738,Entire home/apt,4,1,strict,TRUE,f,90,2,2,5
12676400,Entire home/apt,4,1,flexible,TRUE,f,96,2,2,5
15498193,Entire home/apt,3,1,strict,TRUE,f,96,1,1,6
16813264,Entire home/apt,2,1,flexible,TRUE,f,85,1,1,5
8539956,Private room,2,1,moderate,TRUE,f,100,1,1,4
8089062,Private room,2,1,strict,TRUE,t,,1,1,4
14808493,Private room,2,1,strict,TRUE,f,96,1,1,5
18661261,Entire home/apt,3,1,moderate,TRUE,t,85,1,1,5
9976295,Private room,1,1,flexible,TRUE,f,,1,1,4
13876770,Entire home/apt,4,2,strict,TRUE,f,100,2,2,7
17246552,Private room,1,1,flexible,TRUE,f,,1,1,4
5301003,Entire home/apt,3,1,strict,TRUE,f,100,0,2,5
24349,Private room,2,1,flexible,TRUE,t,100,1,2,4
861658,Entire home/apt,4,1,moderate,TRUE,f,,1,2,5
7949480,Entire home/apt,4,1,strict,TRUE,f,98,2,3,5
4607282,Private room,2,1,moderate,FALSE,f,,1,1,4
19435280,Entire home/apt,6,1,strict,TRUE,f,83,1,3,5
15342056,Entire home/apt,2,1,strict,FALSE,t,,0,1,5
16779445,Entire home/apt,3,1,strict,TRUE,f,90,1,1,4
6032855,Entire home/apt,2,1,strict,TRUE,t,96,1,2,5
17439187,Private room,2,1,strict,TRUE,t,87,1,1,4
6748434,Private room,1,1,flexible,TRUE,t,96,1,1,4
17908056,Entire home/apt,5,1,strict,FALSE,f,,1,3,6
1481990,Entire home/apt,6,1,strict,TRUE,f,90,3,3,5
7095125,Entire home/apt,4,1,flexible,TRUE,f,100,2,2,5
5947472,Private room,3,1,moderate,TRUE,f,90,1,2,4
11859089,Entire home/apt,2,1,strict,TRUE,f,95,0,1,5
20761187,Entire home/apt,4,2,flexible,TRUE,f,93,1,3,6
20761776,Entire home/apt,6,2,strict,TRUE,t,96,2,3,5
3827785,Entire home/apt,4,1,strict,FALSE,t,,2,1,5
9200066,Private room,2,1,strict,FALSE,t,100,1,1,4
8537400,Private room,2,1,flexible,TRUE,f,98,1,1,5
13298014,Entire home/apt,3,1,moderate,TRUE,f,96,1,1,5
15496152,Private room,1,1,flexible,FALSE,f,,1,1,5
14372031,Private room,2,1,flexible,TRUE,f,74,1,1,4
16348579,Entire home/apt,3,1,strict,TRUE,f,96,2,2,5
15820512,Private room,2,1,strict,FALSE,f,95,1,1,5
16860341,Private room,2,1,flexible,TRUE,f,,1,1,4
14947276,Entire home/apt,8,2,strict,TRUE,t,,2,4,5
3061118,Entire home/apt,2,1,strict,FALSE,f,88,1,1,5
11150047,Private room,2,1,moderate,TRUE,f,96,1,1,4
3847733,Entire home/apt,4,1,strict,TRUE,f,83,2,3,5
9403751,Entire home/apt,8,2,strict,FALSE,f,83,3,4,6
16764960,Entire home/apt,4,1,moderate,TRUE,f,91,1,1,5
582335,Shared room,3,2,flexible,TRUE,t,,1,3,4
12826992,Entire home/apt,2,1,flexible,FALSE,t,91,0,1,5
11417694,Private room,3,1,moderate,TRUE,t,94,1,1,4
1087638,Entire home/apt,5,1,strict,TRUE,f,88,1,1,5
2032727,Shared room,2,3,flexible,FALSE,f,94,1,2,4
20285586,Private room,2,1,moderate,TRUE,t,100,1,1,5
9804243,Private room,4,1,moderate,TRUE,t,,1,1,4
693721,Entire home/apt,2,1,flexible,TRUE,f,80,0,1,5
1279189,Private room,2,1,moderate,TRUE,t,99,1,1,4
17651206,Entire home/apt,4,1,moderate,TRUE,f,99,0,2,5
8018120,Entire home/apt,2,1,moderate,TRUE,f,100,0,1,5
6081725,Entire home/apt,4,1,flexible,TRUE,f,98,1,1,4
6333552,Entire home/apt,4,1,strict,TRUE,f,95,1,2,5
5014683,Private room,2,2,strict,TRUE,f,94,1,1,4
20135169,Entire home/apt,2,1,flexible,FALSE,f,,1,1,5
4738429,Private room,2,1,strict,TRUE,f,98,1,1,4
18567743,Private room,2,1,moderate,TRUE,f,97,1,1,4
611009,Private room,4,1,moderate,TRUE,f,92,1,2,4
20814139,Entire home/apt,2,1,moderate,TRUE,t,100,1,2,4
10790485,Private room,2,1,flexible,TRUE,f,,1,1,4
11688611,Private room,3,1,moderate,TRUE,t,81,1,2,4
10729951,Private room,2,1,moderate,FALSE,t,97,1,1,4
13583278,Private room,2,1,flexible,FALSE,f,100,1,1,4
8355128,Entire home/apt,2,1,strict,TRUE,f,100,1,1,5
19102778,Private room,1,2,strict,TRUE,f,97,1,1,4
1702032,Entire home/apt,5,2,moderate,TRUE,t,88,2,2,5
11363778,Private room,2,1,strict,TRUE,f,,1,1,4
17188729,Entire home/apt,2,1,moderate,TRUE,f,96,1,1,5
12955402,Private room,2,1,flexible,FALSE,t,,1,1,7
4286467,Entire home/apt,2,1,strict,FALSE,f,,1,1,4
7804391,Entire home/apt,4,1,moderate,TRUE,t,100,2,2,6
11476176,Entire home/apt,6,1,moderate,TRUE,f,100,2,3,5
5784470,Private room,2,1,strict,FALSE,f,,1,1,5
15914703,Entire home/apt,2,1,moderate,TRUE,t,,1,2,5
14058443,Entire home/apt,5,1,strict,TRUE,f,,0,2,5
729365,Entire home/apt,2,1,moderate,TRUE,f,99,1,1,5
14235390,Private room,2,1,strict,TRUE,t,93,1,1,5
14109693,Entire home/apt,2,1,flexible,FALSE,f,100,1,1,5
2012048,Private room,2,1,moderate,TRUE,t,100,1,1,5
18274450,Entire home/apt,2,1,moderate,TRUE,f,80,1,1,4
860336,Entire home/apt,2,1,flexible,TRUE,f,100,1,1,6
19139040,Private room,2,1,flexible,FALSE,f,,1,1,4
16204265,Entire home/apt,2,1,strict,TRUE,t,98,1,1,5
7401876,Private room,2,1,strict,FALSE,f,100,1,1,4
18238216,Entire home/apt,2,1,strict,TRUE,f,100,0,1,5
12954148,Private room,2,2,moderate,TRUE,f,,1,1,5
20505271,Entire home/apt,2,1,strict,TRUE,f,89,1,1,5
809072,Entire home/apt,8,1,strict,FALSE,f,99,3,8,5
2404,Entire home/apt,2,1,flexible,FALSE,f,100,0,1,5
13416186,Entire home/apt,8,2,strict,TRUE,f,98,3,3,6
20446955,Entire home/apt,8,3,strict,TRUE,f,92,3,5,5
13038474,Entire home/apt,6,1,strict,TRUE,f,99,2,3,6
15633311,Entire home/apt,2,1,flexible,FALSE,t,97,1,1,5
6795093,Private room,4,2,strict,TRUE,t,76,1,2,4
3793232,Private room,2,1,strict,TRUE,f,97,1,1,4
16897598,Entire home/apt,6,2,moderate,TRUE,f,97,2,3,6
10598766,Private room,2,1,strict,TRUE,t,93,1,1,4
5967936,Entire home/apt,2,1,strict,TRUE,f,,1,1,6
2144103,Entire home/apt,6,2,strict,TRUE,f,,3,3,5
18776908,Entire home/apt,4,1,strict,TRUE,f,100,2,2,5
19116449,Entire home/apt,3,2,flexible,FALSE,f,,3,3,7
8988340,Private room,2,1,flexible,FALSE,t,100,1,1,5
17979600,Entire home/apt,6,1,strict,TRUE,f,,1,5,6
8909186,Entire home/apt,7,2,strict,TRUE,f,,2,3,5
9657,Private room,2,1,flexible,FALSE,t,87,1,1,4
12963341,Private room,2,1,flexible,FALSE,t,90,1,1,4
14652406,Entire home/apt,4,1,strict,TRUE,f,99,1,2,5
8269318,Private room,2,1,moderate,TRUE,f,,1,1,4
16779530,Private room,2,1,moderate,TRUE,f,100,1,1,4
1588569,Private room,1,1,moderate,TRUE,f,100,1,1,4
20030780,Entire home/apt,4,1,strict,TRUE,f,90,1,1,5
9549850,Private room,2,2,strict,TRUE,t,93,1,1,4
17142629,Entire home/apt,3,1,strict,TRUE,f,100,2,2,5
10868024,Private room,2,1,flexible,FALSE,f,40,1,1,4
15930495,Entire home/apt,4,1,strict,TRUE,t,93,2,2,5
8572941,Entire home/apt,3,1,moderate,TRUE,t,98,1,2,5
7500173,Entire home/apt,2,1,flexible,FALSE,f,100,1,1,5
13745575,Private room,1,2,flexible,TRUE,t,80,1,1,4
4848752,Private room,2,2,strict,FALSE,f,100,1,1,4
213086,Shared room,2,3,moderate,FALSE,f,89,1,1,3
14486682,Entire home/apt,2,1,flexible,FALSE,t,80,1,1,5
14185733,Entire home/apt,4,1,flexible,TRUE,t,,2,2,6
9119340,Entire home/apt,2,1,moderate,TRUE,f,99,1,1,5
14154038,Private room,2,1,flexible,TRUE,f,80,1,1,4
676257,Private room,1,1,flexible,TRUE,f,98,1,1,4
4933756,Private room,2,1,moderate,TRUE,t,80,1,1,6
173151,Entire home/apt,10,4,moderate,TRUE,f,91,5,5,6
18176798,Entire home/apt,5,2,strict,TRUE,f,100,3,4,5
18632826,Private room,2,1,strict,TRUE,t,89,1,1,5
19950947,Entire home/apt,2,1,flexible,TRUE,f,100,1,1,5
8607283,Private room,1,1,strict,TRUE,f,100,1,1,5
19590313,Entire home/apt,2,1,moderate,TRUE,f,95,1,1,4
12901018,Entire home/apt,8,3,moderate,TRUE,f,100,4,5,6
16617254,Entire home/apt,4,2,strict,TRUE,f,98,2,2,5
2776641,Entire home/apt,5,1,flexible,TRUE,t,83,2,3,6
13769379,Private room,2,3,moderate,TRUE,f,91,1,1,4
1659291,Entire home/apt,2,1,flexible,FALSE,f,,1,1,4
19912744,Private room,2,1,moderate,TRUE,t,93,1,1,5
337922,Entire home/apt,4,1,moderate,TRUE,t,94,2,2,5
17113174,Private room,2,1,strict,FALSE,f,100,1,1,4
7559243,Entire home/apt,3,1,strict,FALSE,t,100,1,1,5
2988663,Entire home/apt,3,1,flexible,TRUE,f,98,1,2,5
15101005,Entire home/apt,2,1,strict,TRUE,f,93,2,1,5
918572,Private room,2,1,strict,FALSE,f,99,1,1,5
19763657,Entire home/apt,2,1,strict,TRUE,f,,0,1,5
20086018,Private room,2,1,flexible,TRUE,f,95,1,1,4
9812815,Entire home/apt,1,1,strict,TRUE,t,97,0,1,4
6626911,Private room,1,1,flexible,FALSE,t,,1,1,4
20732926,Private room,2,1,flexible,TRUE,t,96,1,1,4
13596286,Entire home/apt,4,2,flexible,TRUE,f,100,2,2,5
6132191,Entire home/apt,4,1,flexible,FALSE,t,,1,1,5
13650969,Private room,3,1,strict,FALSE,f,,1,1,4
16256112,Private room,2,1,flexible,FALSE,f,,1,1,5
13081225,Private room,1,1,strict,TRUE,f,100,1,1,4
3531681,Entire home/apt,4,1,strict,TRUE,f,100,1,2,6
5173521,Entire home/apt,2,1,flexible,FALSE,f,,1,1,5
7915596,Entire home/apt,3,1,moderate,TRUE,t,91,1,2,4
26969,Entire home/apt,2,1,strict,TRUE,f,100,1,1,5
9664099,Entire home/apt,4,1,strict,TRUE,t,90,1,1,5
12511163,Private room,1,1,flexible,FALSE,f,60,1,1,4
11553765,Entire home/apt,3,1,flexible,FALSE,f,,0,1,6
8842682,Private room,2,1,moderate,TRUE,f,,1,1,4
15994863,Private room,1,1,moderate,TRUE,f,96,1,1,4
10034284,Entire home/apt,3,1,moderate,TRUE,f,98,1,1,5
13430303,Entire home/apt,3,1,moderate,TRUE,f,100,1,2,5
16762695,Entire home/apt,2,1,flexible,TRUE,f,100,1,1,4
13744,Entire home/apt,3,1,strict,TRUE,f,97,1,1,5
639781,Entire home/apt,3,1,moderate,TRUE,t,100,1,1,5
10297660,Entire home/apt,3,1,strict,TRUE,f,95,1,2,5
19907558,Entire home/apt,2,1,flexible,FALSE,t,100,1,1,5
10117472,Entire home/apt,8,2,strict,TRUE,f,,2,4,7
21148781,Entire home/apt,2,1,flexible,FALSE,t,,1,1,5
18490918,Entire home/apt,8,2,strict,TRUE,f,95,3,5,6
13955139,Entire home/apt,5,2,strict,TRUE,f,95,2,2,5
19768762,Private room,1,1,moderate,TRUE,f,99,1,1,4
12904731,Entire home/apt,3,2,flexible,FALSE,f,,1,2,7
16885596,Entire home/apt,3,1,flexible,TRUE,f,87,1,2,5
19891435,Private room,1,2,moderate,FALSE,f,60,1,1,4
1853946,Entire home/apt,4,1,strict,TRUE,f,100,1,3,5
1802657,Private room,2,1,flexible,TRUE,f,,1,1,4
11103400,Private room,2,1,flexible,FALSE,f,,1,1,3
7763615,Private room,2,1,flexible,TRUE,f,,1,1,4
10743757,Entire home/apt,4,1,flexible,FALSE,f,,2,2,6
15499688,Private room,2,2,moderate,FALSE,f,99,1,1,4
6244013,Private room,1,1,moderate,TRUE,f,89,1,1,3
15452236,Entire home/apt,4,1,moderate,TRUE,t,95,2,2,5
8346801,Entire home/apt,4,2,strict,TRUE,f,,2,2,7
20321120,Private room,2,1,strict,TRUE,t,88,1,1,4
4365969,Entire home/apt,3,1,flexible,FALSE,f,,1,1,6
14808279,Private room,4,1,moderate,TRUE,f,98,1,2,5
18930894,Private room,4,1,moderate,FALSE,f,95,1,2,5
14569577,Entire home/apt,6,1,strict,TRUE,f,96,2,4,6
21074892,Entire home/apt,2,1,strict,FALSE,t,76,0,1,5
18855980,Entire home/apt,8,2,strict,TRUE,t,93,4,6,6
13226220,Entire home/apt,4,1,strict,TRUE,f,99,1,2,5
14723414,Entire home/apt,4,1,moderate,FALSE,f,,0,1,6
19204717,Entire home/apt,6,2,strict,TRUE,f,100,2,2,5
12423316,Entire home/apt,9,2,strict,TRUE,f,91,3,7,5
13598801,Entire home/apt,16,4,strict,TRUE,f,100,4,6,5
19907583,Entire home/apt,9,2,moderate,TRUE,f,97,3,7,6
6836485,Entire home/apt,5,1,moderate,TRUE,f,96,1,2,5
16206077,Shared room,6,1,strict,FALSE,f,92,1,6,3
11433502,Entire home/apt,3,1,moderate,TRUE,f,95,0,1,4
13558216,Entire home/apt,2,1,strict,TRUE,f,90,0,1,5
15008979,Entire home/apt,4,1,strict,TRUE,f,90,1,2,6
19637057,Entire home/apt,3,1,moderate,TRUE,f,,1,1,7
320876,Entire home/apt,3,1,flexible,FALSE,f,95,1,1,6
2175827,Private room,1,1,moderate,TRUE,f,100,1,1,5
18916850,Private room,1,1,strict,TRUE,t,96,1,1,5
2326253,Private room,2,1,flexible,TRUE,f,96,1,1,5
14373955,Entire home/apt,4,1,strict,TRUE,f,87,2,2,6
13193683,Private room,4,1,strict,TRUE,t,86,1,3,4
16367098,Entire home/apt,4,1,moderate,TRUE,f,96,1,2,5
14909298,Private room,4,1,flexible,FALSE,f,,1,1,6
1268087,Entire home/apt,6,2,strict,TRUE,f,90,4,4,6
1826701,Entire home/apt,4,1,flexible,TRUE,t,,2,3,6
5193327,Entire home/apt,2,1,strict,TRUE,f,91,1,1,5
499778,Private room,1,1,flexible,TRUE,f,99,1,1,4
1535607,Entire home/apt,2,1,strict,TRUE,t,95,1,1,5
18609924,Entire home/apt,4,1,moderate,FALSE,t,90,1,1,5
11584288,Private room,2,1,flexible,FALSE,f,,1,1,4
20776139,Entire home/apt,8,2,moderate,FALSE,f,92,2,5,4
754117,Entire home/apt,4,1,moderate,TRUE,t,90,1,3,5
14966494,Entire home/apt,10,1,strict,TRUE,t,82,2,3,5
15864683,Private room,2,1,flexible,TRUE,f,,1,1,4
837256,Entire home/apt,10,3,flexible,FALSE,f,,5,5,6
6785367,Entire home/apt,2,1,moderate,TRUE,f,,2,2,5
2517989,Entire home/apt,3,1,strict,TRUE,f,95,1,1,4
1034911,Entire home/apt,9,2,strict,TRUE,t,,3,3,7
19412165,Entire home/apt,4,1,strict,TRUE,t,97,1,2,5
18960988,Entire home/apt,4,1,flexible,FALSE,t,,1,2,6
17601960,Private room,1,1,flexible,FALSE,f,100,1,1,6
15423725,Private room,2,1,strict,TRUE,t,90,1,1,5
8934599,Entire home/apt,2,1,strict,TRUE,t,,1,1,5
13400181,Private room,3,1,flexible,FALSE,t,100,1,2,3
17639278,Entire home/apt,2,1,strict,TRUE,f,87,1,2,5
4667333,Entire home/apt,6,1,strict,TRUE,t,98,2,3,5
603948,Private room,2,1,strict,TRUE,t,95,1,1,5
19908178,Entire home/apt,4,2,flexible,FALSE,f,,2,2,5
5884952,Entire home/apt,2,1,strict,FALSE,t,80,1,1,5
6371373,Entire home/apt,3,1,flexible,FALSE,t,96,1,1,4
16382840,Entire home/apt,3,1,moderate,TRUE,f,80,1,1,5
18448516,Entire home/apt,4,1,moderate,TRUE,f,98,1,1,5
14426987,Shared room,1,1,flexible,FALSE,f,95,1,1,4
2153435,Private room,1,1,flexible,TRUE,f,73,0,1,4
6016647,Entire home/apt,4,1,moderate,TRUE,t,90,1,1,5
4785755,Entire home/apt,5,2,strict,TRUE,f,,2,1,5
12156748,Private room,2,1,strict,TRUE,f,96,1,1,4
3181834,Private room,2,1,flexible,FALSE,t,93,1,1,4
9134912,Entire home/apt,6,2,strict,TRUE,f,98,1,3,6
8534267,Entire home/apt,9,1,strict,TRUE,f,90,3,5,6
20856676,Entire home/apt,2,1,moderate,TRUE,f,95,1,1,5
12919971,Private room,2,1,flexible,FALSE,f,,1,1,5
13492584,Entire home/apt,2,1,flexible,FALSE,f,95,0,1,5
12873986,Entire home/apt,2,1,strict,FALSE,f,100,1,1,5
2777873,Entire home/apt,2,1,strict,TRUE,f,97,1,1,5
2123469,Private room,2,1,strict,TRUE,f,84,1,1,4
20390786,Entire home/apt,3,1,moderate,TRUE,f,89,1,1,5
5557381,Entire home/apt,2,1,flexible,FALSE,t,,1,1,5
3392488,Private room,1,2,strict,TRUE,f,97,1,1,4
19679007,Entire home/apt,6,3,flexible,TRUE,t,,3,3,5
4383417,Entire home/apt,2,1,strict,TRUE,t,95,0,1,5
3614773,Entire home/apt,3,1,moderate,TRUE,f,,1,1,5
19361051,Entire home/apt,2,1,strict,TRUE,f,,1,1,6
13645107,Private room,1,1,flexible,FALSE,f,100,1,1,3
9669321,Entire home/apt,3,1,flexible,TRUE,t,100,1,2,5
6784669,Entire home/apt,4,1,strict,TRUE,f,88,0,2,5
15204878,Entire home/apt,4,2,moderate,TRUE,t,,2,3,5
1869202,Private room,1,1,strict,TRUE,f,100,1,1,4
8304576,Entire home/apt,6,3,strict,TRUE,f,,3,4,6
15356889,Entire home/apt,4,1,strict,TRUE,f,99,0,2,5
19144611,Entire home/apt,5,1,strict,TRUE,f,97,1,3,5
16765113,Private room,2,1,flexible,TRUE,f,60,1,1,5
810082,Entire home/apt,3,1,moderate,TRUE,f,100,1,1,5
2523629,Entire home/apt,2,1,strict,TRUE,f,100,0,1,5
16313775,Private room,2,1,strict,TRUE,f,96,1,1,5
19049100,Entire home/apt,4,3,strict,TRUE,f,97,2,2,5
8117490,Entire home/apt,6,3,moderate,TRUE,t,,3,3,5
11708,Private room,2,1,strict,FALSE,t,98,1,1,5
9437333,Entire home/apt,2,1,strict,TRUE,f,,0,1,5
3095304,Entire home/apt,8,1,strict,TRUE,f,100,2,4,5
16649754,Entire home/apt,4,2,moderate,FALSE,t,,1,1,6
17882217,Entire home/apt,2,1,strict,TRUE,f,,1,1,6
12204042,Entire home/apt,4,1,strict,TRUE,f,90,1,2,6
3184609,Private room,1,4,strict,TRUE,t,93,1,1,4
171239,Entire home/apt,4,1,strict,TRUE,f,88,2,2,5
17704747,Entire home/apt,10,2,moderate,TRUE,f,94,4,5,6
14884030,Entire home/apt,5,2,moderate,TRUE,f,80,2,5,5
9807188,Entire home/apt,2,1,moderate,TRUE,f,96,1,1,4
1589770,Entire home/apt,4,1,strict,TRUE,f,84,1,2,5
16814616,Private room,2,1,strict,FALSE,f,89,1,1,5
1628415,Private room,1,1,moderate,TRUE,t,93,1,1,4
20015527,Entire home/apt,2,1,moderate,TRUE,f,87,0,1,5
6750443,Shared room,2,1,strict,TRUE,f,100,1,2,5
15409453,Entire home/apt,4,1,strict,TRUE,f,,2,3,5
7367165,Entire home/apt,2,1,moderate,TRUE,f,100,0,1,4
606269,Entire home/apt,2,1,strict,TRUE,f,95,1,1,5
9448152,Private room,3,1,moderate,TRUE,f,93,1,2,4
14351787,Entire home/apt,3,1,strict,TRUE,t,80,0,1,5
3095503,Entire home/apt,6,1,strict,TRUE,f,92,3,3,6
21111948,Private room,1,1,moderate,TRUE,f,100,1,1,4
4037522,Private room,2,1,strict,FALSE,t,90,1,1,4
13090837,Entire home/apt,4,1,flexible,FALSE,t,,0,1,5
15510706,Private room,2,1,moderate,TRUE,f,96,1,1,5
4482158,Private room,2,1,strict,FALSE,f,,1,1,4
8908898,Entire home/apt,4,1,strict,TRUE,f,95,1,1,5
2600199,Entire home/apt,2,1,strict,TRUE,t,98,1,2,5
7562547,Entire home/apt,6,1,moderate,TRUE,f,,2,3,4
7405161,Private room,2,1,strict,TRUE,f,91,1,1,4
4495455,Private room,2,1,strict,TRUE,f,93,1,1,5
12159390,Private room,2,1,moderate,TRUE,f,98,1,1,5
17330546,Entire home/apt,4,1,strict,TRUE,t,95,1,2,5
18344788,Entire home/apt,2,1,strict,TRUE,f,,1,1,5
8045552,Private room,2,1,strict,FALSE,f,100,1,1,4
20848451,Private room,2,1,flexible,FALSE,f,,1,1,5
12230297,Entire home/apt,3,1,strict,FALSE,t,100,1,2,5
12335328,Entire home/apt,2,1,flexible,TRUE,f,100,0,1,5
3614008,Entire home/apt,6,3,moderate,TRUE,f,80,3,3,6
6169800,Entire home/apt,5,1,flexible,TRUE,t,92,1,2,5
12430597,Entire home/apt,2,1,moderate,TRUE,f,90,1,1,6
8813695,Private room,2,1,strict,TRUE,f,100,1,1,4
18375566,Private room,2,1,strict,TRUE,f,88,1,1,4
837470,Private room,2,1,flexible,FALSE,f,,1,1,5
14041642,Private room,1,1,moderate,FALSE,f,84,1,1,4
20654850,Private room,1,1,strict,TRUE,f,,1,1,4
11774449,Private room,4,1,flexible,FALSE,f,,1,2,5
9847111,Entire home/apt,2,1,flexible,TRUE,f,91,1,1,5
3829261,Entire home/apt,4,1,flexible,FALSE,f,98,2,3,5
62095,Entire home/apt,4,1,flexible,FALSE,f,,1,2,5
18688272,Private room,2,1,strict,TRUE,t,92,1,1,5
14616377,Entire home/apt,3,1,strict,TRUE,f,96,1,1,5
21027310,Entire home/apt,2,1,flexible,FALSE,f,100,0,1,4
17906320,Private room,2,1,flexible,TRUE,f,98,1,1,5
259887,Private room,1,1,strict,TRUE,f,,1,1,4
15900076,Entire home/apt,4,1,strict,TRUE,f,95,1,2,5
9636006,Entire home/apt,3,1,strict,TRUE,f,90,1,2,5
15532523,Shared room,1,8,flexible,FALSE,t,,1,1,4
15003721,Private room,2,1,moderate,FALSE,f,100,1,1,5
452068,Entire home/apt,3,1,strict,TRUE,t,80,2,2,4
19011988,Entire home/apt,4,1,flexible,TRUE,f,93,0,2,5
4311740,Entire home/apt,6,1,strict,TRUE,f,87,2,2,4
10089727,Entire home/apt,6,1,strict,TRUE,f,89,3,4,6
805961,Entire home/apt,7,2,strict,TRUE,f,100,3,5,6
9182162,Entire home/apt,2,1,moderate,TRUE,f,100,1,1,4
9452700,Entire home/apt,2,1,moderate,TRUE,f,94,1,1,5
15207802,Entire home/apt,2,1,strict,TRUE,f,100,1,1,5
14919883,Entire home/apt,2,2,strict,TRUE,f,100,1,1,5
21163530,Private room,2,1,moderate,TRUE,f,98,1,2,4
15150460,Entire home/apt,4,1,moderate,TRUE,f,90,1,1,6
2331166,Private room,4,1,strict,FALSE,f,91,1,2,4
15048516,Private room,1,1,flexible,FALSE,f,,4,1,5
17207010,Entire home/apt,4,1,moderate,TRUE,f,90,2,2,4
19147582,Private room,1,1,strict,TRUE,t,97,1,1,5
16855685,Entire home/apt,4,1,moderate,TRUE,f,100,2,2,5
5890033,Private room,2,1,strict,TRUE,t,100,1,1,5
16453837,Entire home/apt,4,2,moderate,TRUE,t,100,2,2,6
2182733,Shared room,5,1,moderate,FALSE,f,,1,2,4
1905427,Entire home/apt,2,1,strict,TRUE,f,,0,1,5
3708548,Entire home/apt,2,1,flexible,FALSE,t,,1,1,5
12413038,Private room,2,1,moderate,TRUE,f,100,1,1,5
11640278,Entire home/apt,2,1,moderate,FALSE,f,99,1,1,5
474261,Entire home/apt,2,1,moderate,TRUE,f,82,1,2,5
8523209,Entire home/apt,8,1,strict,TRUE,t,88,3,4,5
